Plant Name,Capacity (MW),Project Status,Year of Commission,Technology,State,Country,Region,Estimated Annual CO2 Emission from Power Generation (1000 ton),Deal type,FDI?,Investing Company,Investing Country Ownership %,FDI Deal Type,Involving Chinese Policy bank?,Lender,Borrower,Source ,,,,,,
Campos Novos,880,In Operation,2017,Hydropower,SC,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,48.72,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Eólica Canoa Quebrada,11,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Capão Preto,4,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Cariobinha,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,100,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Castro Alves,130,In Operation,2017,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,65,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Catanduba RN I,42,Under Construction,2025,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Catanduba RN II,46,Under Construction,2025,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Catanduva I (Antiga Cerradinho),75,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel ; https://renewablesnow.com/news/noble-group-buys-two-plants-from-brazil-cerradinho-123077/,,,,,,
Chibarro,3,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Costa das Dunas,28,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,State Grid Corporation of China,95,Greenfield,No,NA,NA,Aneel,,,,,,
CPFL Centrais Geradoras,4,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,100,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Cristalândia I,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Cristalândia II,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Cristalândia III,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Diamante (antiga Camargo Corrêa),4,In Operation,2017,Hydropower,MT,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Esmeril,5,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Eurus II,30,In Operation,2019,Wind,RN,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Farol dos Touros,21,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,State Grid Corporation of China,95,Greenfield,No,NA,NA,Aneel,,,,,,
Figueira Branca,11,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,State Grid Corporation of China,95,Greenfield,No,NA,NA,Aneel,,,,,,
Foz do Chapecó,855,In Operation,2017,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,51,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Foz do Rio Choró,25,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Francisco Sá 1,30,Under Construction,2022,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Francisco Sá 2,30,Under Construction,2023,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Francisco Sá 3,30,Under Construction,2024,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Gameleira (complexo),69,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,State Grid Corporation of China,95,Greenfield,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Gameleira 1,30,Under Construction,2025,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,"Aneel: resultado de leilões e documento n. 48575.000558/2020-0, do processo n. 48500.001756/2019-80",,,,,,
Gameleira 2,30,Under Construction,2025,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,"Aneel: resultado de leilões e documento n. 48575.000558/2020-0, do processo n. 48500.001756/2019-81",,,,,,
Gameleira 3,30,Under Construction,2025,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,"Aneel: resultado de leilões e documento n. 48575.000558/2020-0, do processo n. 48500.001756/2019-82",,,,,,
Gameleira 4,30,Under Construction,2025,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,"Aneel: resultado de leilões e documento n. 48575.000558/2020-0, do processo n. 48500.001756/2019-83",,,,,,
Gavião Peixoto,5,In Operation,2018,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Guaporé,1,In Operation,2018,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Horizonte,5,In Operation,2015,Wind,SC,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,https://www.ctgbr.com.br/portfolio-item/energia-eolica/,,,,,,
Jaguari,12,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Jaiba 3,33,Under Construction,2023,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Jaiba 4,33,Under Construction,2023,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Jaiba 9,23,Under Construction,2023,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Jaiba SE1,40,Under Construction,2023,Solar,MG,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,Aneel,,,,,,
Jericó,30,In Operation,2015,Wind,RN,BRAZIL,LAC,0,M&A,Yes,EDPR,100,M&A,No,NA,NA,Aneel ; https://www.ctgbr.com.br/portfolio-item/energia-eolica/ ; https://www.thewindpower.net/windfarms_list_es.php ; ,,,,,,
Jerusalém I,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Jerusalém II,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Jerusalém III,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Jerusalém IV,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Jerusalém V,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Jerusalém VI,29,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Lagoa do Mato,3,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Lapa 2,30,In Operation,2019,Solar,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Lapa 3,30,In Operation,2019,Solar,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Lavras 1,27,Under Construction,2022,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Lavras 2,27,Under Construction,2022,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Lavras 3,27,Under Construction,2022,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Lavras 4,27,Under Construction,2022,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Lavras 5,27,Under Construction,2022,Solar,CE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,20,Greenfield,No,NA,NA,Aneel,,,,,,
Lavrinha,0,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,94,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
Lençóis,2,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Lucia Cherobim,28,Under Construction,2024,Hydropower,PR,BRAZIL,LAC,0,Greenfield,Yes,State Grid Corporation of China,95,Greenfield,No,NA,NA,Aneel ; http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Luiz Gonzaga II,30,Under Construction,2025,Solar,PE,BRAZIL,LAC,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,"Aneel: resultado de leilões e documento n. 48575.000170/2020-00, do processo n. 48500.001756/2019-80",,,,,,
Macaco Branco,2,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,100,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Mascarenhas,198,In Operation,2011,Hydropower,ES,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,12,M&A,No,NA,NA,Aneel,,,,,,
Meridiano I (Antiga Meridiano),60,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel,,,,,,
Meridiano II (Antiga Noble Energia II),30,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel,,,,,,
Monjolinho,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Monte Claro,130,In Operation,2017,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Monte Verde I,67,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde II,67,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde III,59,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde IV,46,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde V,34,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde VI,46,Under Construction,2024,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar I,46,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar II,50,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar III,40,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar IV,50,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar V,49,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar VI,37,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Monte Verde Solar VII,31,Under Construction,2024,Solar,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Nova Olinda 10,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Nova Olinda 11,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Nova Olinda 12,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Nova Olinda 13,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Nova Olinda 8,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Nova Olinda 9,30,In Operation,2019,Solar,PI,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Pecém II,143,Under Construction,2019,Oil,BA,BRAZIL,LAC,496,M&A,Yes,Jiangsu Communication Clean Energy Technology (CCETC),45,M&A,No,NA,NA,Aneel,,,,,,
Peixe Angelical,499,In Operation,2011,Hydropower,TO,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,17.73,M&A,No,NA,NA,Aneel,,,,,,
Pereira Barreto I,42,Under Construction,2022,Solar,SP,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Pereira Barreto II,42,Under Construction,2022,Solar,SP,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Pereira Barreto III,42,Under Construction,2022,Solar,SP,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Pereira Barreto IV,42,Under Construction,2022,Solar,SP,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Pereira Barreto V,37,Under Construction,2022,Solar,SP,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,Aneel,,,,,,
Pinhal,7,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Pinheirinho,1,In Operation,2018,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
Pirapó,1,In Operation,2017,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Porto de Pecem I (antiga MPX),720,In Operation,2011,Coal,CE,BRAZIL,LAC,3366,M&A,Yes,China Three Gorges Corporation,12,M&A,No,NA,NA,Aneel,,,,,,
Potirendaba I (Antiga Cerradinho Potirendaba),40,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel ; https://renewablesnow.com/news/noble-group-buys-two-plants-from-brazil-cerradinho-123077/,,,,,,
Praia Formosa,105,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Renascença V,30,In Operation,2019,Wind,RN,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Rio do Peixe (Casa de Força I e II),18,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Saltinho,1,In Operation,2017,Hydropower,RS,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Salto Grande ,5,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Santa Alice,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
Turvinho,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
São Jose,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
São Sebastiao,1,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel (lista de usinas em operação),,,,,,
Santa Luzia Alto,29,In Operation,2017,Hydropower,SC,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Santa Mônica,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel,,,,,,
Santa Rosa e Mundo Novo I,34,Under Construction,2023,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,,,,,,,
Santa Rosa e Mundo Novo II,29,Under Construction,2023,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,,,,,,,
Santa Rosa e Mundo Novo III,34,Under Construction,2023,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,,,,,,,
Santa Rosa e Mundo Novo IV,34,Under Construction,2023,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,,,,,,,
Santa Rosa e Mundo Novo V,25,Under Construction,2023,Wind,RN,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,17.73,Greenfield,No,NA,NA,,,,,,,
Santa Úrsula,27,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel,,,,,,
Santana,3,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
São Domingos,25,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,Aneel,,,,,,
São Joaquim,8,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Sebastianópolis I (Antiga Noroeste Paulista),68,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel,,,,,,
Sebastianópolis II (Antiga Noble Energia),30,In Operation,2015,Biomass,SP,BRAZIL,LAC,0,M&A,Yes,COFCO,100,M&A,No,NA,NA,Aneel,,,,,,
Socorro,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Tanquinho,1,In Operation,2017,Solar,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ==,,,,,,
Termonordeste,180,In Operation,2017,Oil,RN,BRAZIL,LAC,624,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Termoparaíba,180,In Operation,2017,Oil,PB,BRAZIL,LAC,624,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://www.cpfl.com.br/unidades-de-negocios/geracao/cpfl-geracao/Paginas/default.aspx,,,,,,
Três Saltos,1,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Umbuzeiros,30,In Operation,2015,Wind,RN,BRAZIL,LAC,0,M&A,Yes,EDPR,100,M&A,No,NA,NA,Aneel ; https://www.ctgbr.com.br/portfolio-item/energia-eolica/ ; https://www.thewindpower.net/windfarms_list_es.php ; ,,,,,,
Varginha,9,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Várzea Alegre,8,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,http://ri.cpflrenovaveis.com.br/show.aspx?idCanal=eoP8fc2D9ep2mPboD56VeQ== ； ,,,,,,
Ventos da Andorinha,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Ventos de Campo Formoso I,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Ventos de Campo Formoso II,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Ventos de Guarás I,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Ventos de Morrinhos,30,In Operation,2019,Wind,BA,BRAZIL,LAC,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Aneel,,,,,,
Ventos de Santa Aparecida,28,In Operation,2018,Wind,BA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,19.22,Greenfield,No,NA,NA,Aneel,,,,,,
Ventos de Santa Aurora,28,In Operation,2018,Wind,BA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,19.22,Greenfield,No,NA,NA,Aneel,,,,,,
Ventos da Santa Beatriz,28,In Operation,2018,Wind,BA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,19.22,Greenfield,No,NA,NA,Aneel,,,,,,
Ventos de Santa Emilia,28,In Operation,2018,Wind,BA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,19.22,Greenfield,No,NA,NA,Aneel,,,,,,
Ventos de São Gabriel,28,In Operation,2018,Wind,BA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,19.22,Greenfield,No,NA,NA,Aneel,,,,,,
